family_name,familyName,kingdomName,phylumName,className,orderName
Nartheciaceae,NARTHECIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,DIOSCOREALES
Nelumbonaceae,NELUMBONACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES
Nepenthaceae,NEPENTHACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Nitrariaceae,NITRARIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES
Nothofagaceae,NOTHOFAGACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES
Nyctaginaceae,NYCTAGINACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Nymphaeaceae,NYMPHAEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,NYMPHAEALES
Nyssaceae,NYSSACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES
Ochnaceae,OCHNACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Olacaceae,OLACACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES
Oleaceae,OLEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Onagraceae,ONAGRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES
Oncothecaceae,ONCOTHECACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ONCOTHECALES
Ophioglossaceae,OPHIOGLOSSACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,OPHIOGLOSSALES
Opiliaceae,OPILIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES
Orchidaceae,ORCHIDACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Orobanchaceae,OROBANCHACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Osmundaceae,OSMUNDACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,OSMUNDALES
Oxalidaceae,OXALIDACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES
Paeoniaceae,PAEONIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES
Pandaceae,PANDACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Pandanaceae,PANDANACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,PANDANALES
Papaveraceae,PAPAVERACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES
Paracryphiaceae,PARACRYPHIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PARACRYPHIALES
Passifloraceae,PASSIFLORACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Paulowniaceae,PAULOWNIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Pedaliaceae,PEDALIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Penaeaceae,PENAEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES
Pennantiaceae,PENNANTIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES
Pentaphylacaceae,PENTAPHYLACACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Penthoraceae,PENTHORACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES
Peraceae,PERACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Peridiscaceae,PERIDISCACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES
Petenaeaceae,PETENAEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HUERTEALES
Petiveriaceae,PETIVERIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Phellinaceae,PHELLINACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES
Phrymaceae,PHRYMACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Phyllanthaceae,PHYLLANTHACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Phyllonomaceae,PHYLLONOMACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,AQUIFOLIALES
Physenaceae,PHYSENACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Phytolaccaceae,PHYTOLACCACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Picramniaceae,PICRAMNIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PICRAMNIALES
Picrodendraceae,PICRODENDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Pinaceae,PINACEAE,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES
Piperaceae,PIPERACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PIPERALES
Pittosporaceae,PITTOSPORACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES
Plantaginaceae,PLANTAGINACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Platanaceae,PLATANACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES
Plocospermataceae,PLOCOSPERMATACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Plumbaginaceae,PLUMBAGINACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Poaceae,POACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Podocarpaceae,PODOCARPACEAE,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES
Podostemaceae,PODOSTEMACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Polemoniaceae,POLEMONIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Polygalaceae,POLYGALACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES
Polygonaceae,POLYGONACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Polypodiaceae,POLYPODIACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES
Pontederiaceae,PONTEDERIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES
Portulacaceae,PORTULACACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Posidoniaceae,POSIDONIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES
Potamogetonaceae,POTAMOGETONACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES
Primulaceae,PRIMULACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Proteaceae,PROTEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES
Psilotaceae,PSILOTACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,PSILOTALES
Pteridaceae,PTERIDACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES
Putranjivaceae,PUTRANJIVACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Quillajaceae,QUILLAJACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES
Rafflesiaceae,RAFFLESIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Ranunculaceae,RANUNCULACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES
Resedaceae,RESEDACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Restionaceae,RESTIONACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Rhabdodendraceae,RHABDODENDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Rhamnaceae,RHAMNACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES
Rhizophoraceae,RHIZOPHORACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Rosaceae,ROSACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES
Rousseaceae,ROUSSEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES
Rubiaceae,RUBIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES
Ruppiaceae,RUPPIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES
Rutaceae,RUTACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES
Sabiaceae,SABIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PROTEALES
Saccolomataceae,SACCOLOMATACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES
Salicaceae,SALICACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Salvadoraceae,SALVADORACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Salviniaceae,SALVINIACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,SALVINIALES
Santalaceae,SANTALACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES
Sapindaceae,SAPINDACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES
Sapotaceae,SAPOTACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Sarcobataceae,SARCOBATACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Sarcolaenaceae,SARCOLAENACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES
Sarraceniaceae,SARRACENIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Saururaceae,SAURURACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,PIPERALES
Saxifragaceae,SAXIFRAGACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES
Scheuchzeriaceae,SCHEUCHZERIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES
Schisandraceae,SCHISANDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,AUSTROBAILEYALES
Schizaeaceae,SCHIZAEACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,SCHIZAEALES
Schlegeliaceae,SCHLEGELIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Schoepfiaceae,SCHOEPFIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES
Sciadopityaceae,SCIADOPITYACEAE,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES
Scrophulariaceae,SCROPHULARIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Selaginellaceae,SELAGINELLACEAE,PLANTAE,TRACHEOPHYTA,LYCOPODIOPSIDA,SELAGINELLALES
Simaroubaceae,SIMAROUBACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES
Siparunaceae,SIPARUNACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES
Sladeniaceae,SLADENIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Smilacaceae,SMILACACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES
Solanaceae,SOLANACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES
Sphaerosepalaceae,SPHAEROSEPALACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES
Sphenocleaceae,SPHENOCLEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES
Stachyuraceae,STACHYURACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CROSSOSOMATALES
Staphyleaceae,STAPHYLEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CROSSOSOMATALES
Stemonuraceae,STEMONURACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARDIOPTERIDALES
Stilbaceae,STILBACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Strasburgeriaceae,STRASBURGERIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CROSSOSOMATALES
Strelitziaceae,STRELITZIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES
Stylidiaceae,STYLIDIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES
Styracaceae,STYRACACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Surianaceae,SURIANACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES
Symplocaceae,SYMPLOCACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Talinaceae,TALINACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Tamaricaceae,TAMARICACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Tapisciaceae,TAPISCIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,HUERTEALES
Taxaceae,TAXACEAE,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES
Tecophilaeaceae,TECOPHILAEACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Tetramelaceae,TETRAMELACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES
Tetrameristaceae,TETRAMERISTACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Theaceae,THEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Thomandersiaceae,THOMANDERSIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Thurniaceae,THURNIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Thymelaeaceae,THYMELAEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES
Ticodendraceae,TICODENDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES
Torricelliaceae,TORRICELLIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES
Trigoniaceae,TRIGONIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Trimeniaceae,TRIMENIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,AUSTROBAILEYALES
Triuridaceae,TRIURIDACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,PANDANALES
Trochodendraceae,TROCHODENDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,TROCHODENDRALES
Tropaeolaceae,TROPAEOLACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Typhaceae,TYPHACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Ulmaceae,ULMACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES
Urticaceae,URTICACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES
Vahliaceae,VAHLIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VAHLIALES
Velloziaceae,VELLOZIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,PANDANALES
Verbenaceae,VERBENACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Viburnaceae,VIBURNACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,DIPSACALES
Violaceae,VIOLACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Vitaceae,VITACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,VITALES
Vochysiaceae,VOCHYSIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES
Winteraceae,WINTERACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CANELLALES
Xeronemataceae,XERONEMATACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Xyridaceae,XYRIDACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Zamiaceae,ZAMIACEAE,PLANTAE,TRACHEOPHYTA,CYCADOPSIDA,CYCADALES
Zingiberaceae,ZINGIBERACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES
Zosteraceae,ZOSTERACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES
Zygophyllaceae,ZYGOPHYLLACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ZYGOPHYLLALES
Aphanopetalaceae,APHANOPETALACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES
Apodanthaceae,APODANTHACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES
Austrobaileyaceae,AUSTROBAILEYACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,AUSTROBAILEYALES
Basellaceae,BASELLACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Bataceae,BATACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Berberidopsidaceae,BERBERIDOPSIDACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BERBERIDOPSIDALES
Biebersteiniaceae,BIEBERSTEINIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES
Blandfordiaceae,BLANDFORDIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Boryaceae,BORYACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Cannaceae,CANNACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ZINGIBERALES
Carlemanniaceae,CARLEMANNIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Cephalotaxaceae,CEPHALOTAXACEAE,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES
Circaeasteraceae,CIRCAEASTERACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES
Corsiaceae,CORSIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES
Cynomoriaceae,CYNOMORIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES
Cystodiaceae,CYSTODIACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES
Cytinaceae,CYTINACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES
Datiscaceae,DATISCACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CUCURBITALES
Diapensiaceae,DIAPENSIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Dipteridaceae,DIPTERIDACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,GLEICHENIALES
Doryanthaceae,DORYANTHACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Drosophyllaceae,DROSOPHYLLACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Ecdeiocoleaceae,ECDEIOCOLEACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Emblingiaceae,EMBLINGIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Flagellariaceae,FLAGELLARIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Geissolomataceae,GEISSOLOMATACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CROSSOSOMATALES
Gisekiaceae,GISEKIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Griseliniaceae,GRISELINIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES
Grubbiaceae,GRUBBIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CORNALES
Guamatelaceae,GUAMATELACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CROSSOSOMATALES
Halophytaceae,HALOPHYTACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Incertae_sedis,INCERTAE_SEDIS,,,,
Ixioliriaceae,IXIOLIRIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Joinvilleaceae,JOINVILLEACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Krameriaceae,KRAMERIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ZYGOPHYLLALES
Lanariaceae,LANARIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES
Lardizabalaceae,LARDIZABALACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,RANUNCULALES
Limeaceae,LIMEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Limnanthaceae,LIMNANTHACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Lonchitidaceae,LONCHITIDACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES
Lophiocarpaceae,LOPHIOCARPACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Lophopyxidaceae,LOPHOPYXIDACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES
Macarthuriaceae,MACARTHURIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Matoniaceae,MATONIACEAE,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,GLEICHENIALES
Maundiaceae,MAUNDIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES
Mayacaceae,MAYACACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Mazaceae,MAZACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Microteaceae,MICROTEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Misodendraceae,MISODENDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES
Mitrastemonaceae,MITRASTEMONACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Myrothamnaceae,MYROTHAMNACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GUNNERALES
Neuradaceae,NEURADACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES
Pentadiplandraceae,PENTADIPLANDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Pentaphragmataceae,PENTAPHRAGMATACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES
Petermanniaceae,PETERMANNIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES
Petrosaviaceae,PETROSAVIACEAE,PLANTAE,TRACHEOPHYTA,,
Philesiaceae,PHILESIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES
Philydraceae,PHILYDRACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,COMMELINALES
Rapateaceae,RAPATEACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES
Ripogonaceae,RIPOGONACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,LILIALES
Roridulaceae,RORIDULACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES
Setchellanthaceae,SETCHELLANTHACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Simmondsiaceae,SIMMONDSIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Stegnospermataceae,STEGNOSPERMATACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES
Stemonaceae,STEMONACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,PANDANALES
Tetracarpaeaceae,TETRACARPAEACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAXIFRAGALES
Tetrachondraceae,TETRACHONDRACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES
Tiganophytaceae,TIGANOPHYTACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Tofieldiaceae,TOFIELDIACEAE,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ALISMATALES
Tovariaceae,TOVARIACEAE,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BRASSICALES
Welwitschiaceae,WELWITSCHIACEAE,PLANTAE,TRACHEOPHYTA,,
